5.83,	39.9,	161.,	648.,	4050.,	16200.,	64800.,	405000.,	1620000.
1.52,	2.28,	2.91,	3.61,	4.64,	5.52,	6.51,	8.00,	9.28
1.50,	2.23,	2.83,	3.48,	4.44,	5.25,	6.15,	7.49,	8.63
1.49,	2.19,	2.76,	3.38,	4.28,	5.03,	5.86,	7.08,	8.11
1.47,	2.16,	2.71,	3.29,	4.14,	4.85,	5.62,	6.74,	7.68
1.46,	2.13,	2.66,	3.22,	4.03,	4.69,	5.41,	6.46,	7.33
1.45,	2.10,	2.61,	3.16,	3.93,	4.56,	5.24,	6.22,	7.04
1.44,	2.08,	2.58,	3.10,	3.84,	4.44,	5.09,	6.02,	6.78
1.43,	2.06,	2.54,	3.05,	3.77,	4.34,	4.96,	5.85,	6.57
1.43,	2.04,	2.51,	3.01,	3.70,	4.26,	4.85,	5.69,	6.38
1.42,	2.02,	2.49,	2.97,	3.64,	4.18,	4.75,	5.56,	6.21
1.41,	2.01,	2.46,	2.93,	3.59,	4.11,	4.66,	5.44,	6.07
1.41,	1.99,	2.44,	2.90,	3.54,	4.05,	4.58,	5.33,	5.94
1.40,	1.98,	2.42,	2.87,	3.50,	3.99,	4.51,	5.23,	5.82
1.40,	1.97,	2.40,	2.85,	3.46,	3.94,	4.44,	5.15,	5.71
1.39,	1.96,	2.39,	2.82,	3.42,	3.89,	4.38,	5.07,	5.62
1.39,	1.95,	2.37,	2.80,	3.39,	3.85,	4.33,	5.00,	5.53
1.39,	1.94,	2.36,	2.78,	3.36,	3.81,	4.28,	4.93,	5.45
1.38,	1.93,	2.35,	2.76,	3.33,	3.77,	4.24,	4.87,	5.38
1.38,	1.93,	2.33,	2.75,	3.30,	3.74,	4.19,	4.82,	5.31
1.37,	1.90,	2.29,	2.68,	3.20,	3.61,	4.02,	4.59,	5.04
1.36,	1.87,	2.25,	2.62,	3.12,	3.51,	3.90,	4.44,	4.85
1.35,	1.85,	2.22,	2.58,	3.07,	3.43,	3.81,	4.32,	4.71
